,Actor Names,Actor Counts
1087,Julia Roberts,27
1088,Pat Healy,3
1089,Genevieve Zweig,1
1090,Mark Flanagan,1
1091,Neil Flynn,1
1092,Frances McDormand,17
1093,Kate Hudson,14
1094,John Turturro,15
1095,Tim Blake Nelson,7
1096,Téa Leoni,10
1097,Alessandro Nivola,12
1098,Cecelia Ann Birt,1
1099,Paul L. Nolan,1
1100,Carol Florence,1
1101,Antony Acker,1
1102,Mark Barrett,1
1103,Richard Bellos,1
1104,Suzanne Bianqui,1
1105,Mike Myers,13
1106,Eddie Murphy,35
1107,John Lithgow,22
1108,Eminem,1
1109,Kim Basinger,23
1110,Mekhi Phifer,13
1111,Brittany Murphy,15
1112,Franka Potente,6
1113,Chris Cooper,14
1114,Clive Owen,24
1115,Rupert Grint,4
1116,Steve Harris,4
1117,Neal McDonough,8
1118,Alex Palmer,1
1119,Bindu De Stoppani,1
1120,Jukka Hiltunen,1
1121,David Schneider,1
1122,Akiko Takeshita,1
1123,Kazuyoshi Minamimagoe,1
1124,Luke Wilson,20
1125,Jeremy Piven,12
1126,Adam Pascal,2
1127,Lucas Papaelias,1
1128,Chris Stack,1
1129,Steve Martin,35
1130,Tom Welling,3
1131,Mary Alice,2
1132,Tanveer K. Atwal,1
1133,Helmut Bakaitis,1
1134,Kate Beahan,4
1135,Pamela Anderson,3
1136,Jenny McCarthy,3
1137,Marny Eng,1
1138,Brian Cox,17
1139,Ashton Kutcher,15
1140,Melora Walters,3
1141,Amy Smart,11
1142,Elden Henson,5
1143,Bridget Moynahan,8
1144,Alan Tudyk,3
1145,Ambrosia Kelley,1
1146,Michael Parks,4
1147,James Parks,1
1148,Hilary Swank,14
1149,Alfred Molina,21
1150,Richard Roxburgh,5
1151,David Wenham,7
1152,Amber Tamblyn,5
1153,Freddie Highmore,10
1154,David Kelly,4
1155,Johnny Knoxville,7
1156,Alice Greczyn,2
1157,Steve Lemme,2
1158,Ioan Gruffudd,15
1159,Djimon Hounsou,8
1160,Nathan Fillion,5
1161,Gina Torres,2
1162,Morena Baccarin,1
1163,Dakota Fanning,15
1164,Miranda Otto,6
1165,Justin Chatwin,4
1166,Lucas Black,5
1167,Damien Marzette,1
1168,Trula M. Marcus,1
1169,Zachery Ty Bryan,1
1170,Jack Davenport,4
1171,Anna Faris,15
1172,Regina Hall,6
1173,Craig Bierko,6
1174,Radha Mitchell,13
1175,Laurie Holden,2
1176,Deborah Kara Unger,11
1177,Kagiso Kuypers,1
1178,Jason Boyd,1
1179,Richard Macklin,1
1180,Dougray Scott,8
1181,Robert Knepper,5
1182,Robert Popper,1
1183,Charlie Tahan,4
1184,Salli Richardson-Whitfield,2
1185,Thomas Jane,11
1186,Marcia Gay Harden,17
1187,Andre Braugher,6
1188,Anthony Edwards,11
1189,Jae Head,2
1190,Michael Ealy,8
1191,Ayelet Zurer,2
1192,Chandler Canterbury,3
1193,Lara Robinson,1
1194,Faizon Love,4
1195,Jackie Chan,21
1196,Taraji P. Henson,7
1197,Wenwen Han,1
1198,Noah Ringer,1
1199,Dev Patel,5
1200,Nicola Peltz,2
1201,Jackson Rathbone,2
1202,Adrien Brody,25
1203,Topher Grace,5
1204,Walton Goggins,4
1205,Antonio Banderas,27
1206,Ethan Suplee,4
1207,Amber Heard,13
1208,Billy Burke,10
1209,Jay Chou,4
1210,Saoirse Ronan,8
1211,Vicky Krieps,1
1212,Patrick Wilson,17
1213,Ty Simpkins,1
1214,Lin Shaye,3
1215,Diane Kruger,8
1216,January Jones,2
1217,Aidan Quinn,16
1218,Rasmus Hardiker,2
1219,Lennie James,3
1220,Amandla Stenberg,1
1221,Thomas Horn,1
1222,Zoe Caldwell,1
1223,Dominic Purcell,6
1224,Rashida Jones,2
1225,Jeremy Irvine,4
1226,Peter Mullan,9
1227,Emily Watson,10
1228,Niels Arestrup,1
1229,Rorke Denver,1
1230,Dave,1
1231,Sonny,1
1232,Weimy,1
1233,Verónica Echegui,1
1234,Catherine O'Hara,14
1235,Martin Short,10
1236,Martin Landau,10
1237,Daniel Sunjata,2
1238,Jennifer Carpenter,5
1239,Sebastian Stan,6
1240,Taylor Schilling,2
1241,Blythe Danner,15
1242,Riley Thomas Stewart,1
1243,Lily Collins,2
1244,Nathan Lane,11
1245,Katie Featherston,3
1246,Kathryn Newton,1
1247,Matt Shively,1
1248,Aiden Lovekamp,1
1249,Jeffrey Dean Morgan,8
1250,Kyra Sedgwick,13
1251,Natasha Calis,1
1252,Madison Davenport,1
1253,Iko Uwais,1
1254,Joe Taslim,1
1255,Donny Alamsyah,1
1256,Yayan Ruhian,1
1257,Chelcie Ross,2
1258,Raymond Anthony Thomas,1
1259,Ed Lauter,5
1260,Theo James,3
1261,Emma Shorey,1
1262,Molly Harmon,1
1263,Ellisa Walker-Reid,1
1264,Sophie Stuckey,4
1265,Katharine Isabelle,3
1266,Antonio Cupo,1
1267,Tristan Risk,1
1268,David Lovgren,1
1269,Thomas Law,1
1270,Zachary Bailess,1
1271,Jasper Levine,1
1272,James Tarpey,1
1273,Liana Liberato,3
1274,Garrick Hagon,1
1275,Joel Murray,2
1276,Hugo Armstrong,1
1277,Corbin Bernsen,10
1278,Frank Langella,19
1279,Brittany Snow,8
1280,Jeffrey Combs,8
1281,Jonny Coyne,1
1282,Lawrence Gilliard Jr.,1
1283,Sung Kang,1
1284,Sarah Shahi,1
1285,Colin Firth,25
1286,Tom Courtenay,7
1287,Mike Noble,1
1288,Cillian Murphy,10
1289,Toby Jones,7
1290,Richard Gere,34
1291,Brit Marling,4
1292,Clayne Crawford,2
1293,Travis Fimmel,3
1294,Daniel Cudmore,1
1295,Thomas Brodie-Sangster,5
1296,Hunter McCracken,1
1297,Emile Hirsch,12
1298,Juno Temple,8
1299,Isaiah Stone,1
1300,Ashlee Thompson,1
1301,Valerie Richards,1
1302,Viggo Mortensen,15
1303,Elizabeth Berrington,1
1304,Rudy Blomme,1
1305,Olivier Bonjour,1
1306,Mark Donovan,1
1307,Cliff Curtis,4
1308,Chipo Chung,1
1309,Michelle Yeoh,9
1310,Juan Gabriel Yacuzzi,1
1311,Mishal Husain,1
1312,Jennifer Jason Leigh,20
1313,Aitana Sánchez-Gijón,2
1314,John Sharian,2
1315,Eddie Redmayne,8
1316,Tom Sturridge,2
1317,Christian Kahrmann,1
1318,Dexter Fletcher,5
1319,Nick Moran,1
1320,Ellen Burstyn,20
1321,Mackenzie Foy,2
1322,Ken Watanabe,4
1323,Julie Delpy,10
1324,Seamus Davey-Fitzpatrick,1
1325,Jennifer Prior,1
1326,Demián Bichir,4
1327,Lili Taylor,11
1328,Barry Bostwick,3
1329,Richard O'Brien,2
1330,Graham Chapman,4
1331,John Cleese,13
1332,Eric Idle,8
1333,Terry Gilliam,3
1334,Lee J. Cobb,2
1335,Kitty Winn,1
1336,Talia Shire,9
1337,Burt Young,10
1338,Christopher Reeve,13
1339,Kurt Russell,36
1340,Wilford Brimley,10
1341,T.K. Carter,3
1342,David Clennon,3
1343,Shirley MacLaine,16
1344,Debra Winger,10
1345,Kate Capshaw,9
1346,Jonathan Ke Quan,1
1347,Amrish Puri,1
1348,Barret Oliver,1
1349,Gerald McRaney,2
1350,Chris Eastman,1
1351,Darryl Cooksey,1
1352,Jason Patric,10
1353,Corey Haim,8
1354,Dianne Wiest,17
1355,Barnard Hughes,7
1356,Mel Brooks,6
1357,John Candy,20
1358,Rick Moranis,13
1359,Geena Davis,14
1360,Annie McEnroe,4
1361,Maurice Page,1
1362,Michael Keaton,26
1363,Robert Wuhl,3
1364,Andy Garcia,20
1365,Michael Douglas,29
1366,George Dzundza,8
1367,Jeanne Tripplehorn,7
1368,Demi Moore,23
1369,Kate Maberly,1
1370,Heydon Prowse,1
1371,Andrew Knott,1
1372,Patricia Arquette,17
1373,Dennis Hopper,21
1374,Juliette Lewis,17
1375,Jamie Lee Curtis,27
1376,Tom Arnold,10
1377,Bill Paxton,18
1378,Jeremy Irons,26
1379,Graham Greene,5
1380,Ice Cube,19
1381,Chris Tucker,5
1382,Nia Long,15
1383,Tommy 'Tiny' Lister,3
1384,Jesse Bradford,10
1385,Matthew Lillard,12
1386,Quentin Tarantino,3
1387,Jason James Richter,3
1388,Melody Kay,1
1389,Carole Finn,1
1390,Glenn Close,26
1391,Pierce Brosnan,25
1392,Drew Barrymore,28
1393,Kevin Patrick Walls,1
1394,David Booth,1
1395,James Rebhorn,9
1396,Pam Grier,10
1397,Robert Forster,7
1398,Bridget Fonda,15
1399,Casper Van Dien,7
1400,Dina Meyer,4
1401,Denise Richards,10
1402,Jake Busey,4
1403,Miguel Ferrer,6
1404,Harvey Fierstein,5
1405,Freda Foh Shen,1
1406,June Foray,3
1407,Dave Foley,3
1408,Julia Louis-Dreyfus,5
1409,Hayden Panettiere,8
1410,Madison Eginton,1
1411,Jackie Sawiris,1
1412,Paul Sanchez,1
1413,Lari White,1
1414,Leonid Citer,1
1415,David Allen Brooks,1
1416,Giovanni Ribisi,12
1417,T.J. Cross,1
1418,Jason Mewes,2
1419,Kevin Smith,5
1420,Jeff Anderson,3
1421,Chyler Leigh,2
1422,Jaime Pressly,6
1423,Eric Christian Olsen,6
1424,André Vippolis,1
1425,Joey Kern,2
1426,Geoffrey Arend,5
1427,Erik Stolhanske,2
1428,Toby Stephens,5
1429,Ray Romano,3
1430,John Leguizamo,27
1431,Goran Visnjic,8
1432,Ryan McCluskey,1
1433,Oscar Pearce,1
1434,Indra Ové,1
1435,Anna Bolt,1
1436,Martin Henderson,3
1437,David Dorfman,3
1438,Sam Elliott,17
1439,Ray Liotta,26
1440,John Hawkes,4
1441,Desmond Harrington,4
1442,Eliza Dushku,6
1443,Emmanuelle Chriqui,9
1444,Jeremy Sisto,8
1445,Tony Cox,2
1446,Brett Kelly,1
1447,Lauren Graham,5
1448,Colm Feore,5
1449,Sarah Polley,10
1450,Ving Rhames,18
1451,Jake Weber,3
1452,Emmy Rossum,4
1453,Dash Mihok,1
1454,Liam Aiken,4
1455,Kara Hoffman,1
1456,Ed Kross,1
1457,Leigh Whannell,3
1458,Danny Glover,22
1459,Ken Leung,3
1460,Shawn Wayans,3
1461,Jaime King,7
1462,Frankie Faison,2
1463,Melissa George,10
1464,Jesse James,4
1465,Jimmy Bennett,6
1466,Eugene Levy,12
1467,Simon Baker,5
1468,Jose Pablo Cantillo,2
1469,Audrey Tautou,4
1470,Linda Cardellini,4
1471,Allen Covert,5
1472,Peter Dante,1
1473,Shirley Jones,3
1474,Josh Hartnett,17
1475,Rudy Youngblood,1
1476,Dalia Hernández,1
1477,Jonathan Brewer,1
1478,Morris Birdyellowhead,1
1479,Robert Carlyle,14
1480,Harold Perrineau,5
1481,Jonathan Rhys Meyers,10
1482,Zooey Deschanel,15
1483,Robert Patrick,9
1484,Johnny Simmons,3
1485,Virginia Madsen,16
1486,Michael Mantell,2
1487,Lizzy Caplan,5
1488,T.J. Miller,3
1489,Michael Stahl-David,1
1490,Sean Faris,6
1491,Cam Gigandet,8
1492,Julie Benz,3
1493,Matthew Marsden,3
1494,Graham McTavish,2
1495,Micah Sloat,1
1496,Mark Fredrichs,1
1497,Amber Armstrong,1
1498,Jim Sturgess,9
1499,Aaron Yoo,3
1500,Golshifteh Farahani,1
1501,Miley Cyrus,5
1502,Susie Essman,2
1503,Mark Walton,1
1504,Kathy Bates,19
1505,Joan Allen,16
1506,Ron Perlman,13
1507,Selma Blair,10
1508,John Alexander,1
1509,Anita Briem,3
1510,Seth Meyers,1
1511,James Caan,26
1512,Amber Valletta,5
1513,Michael C. Hall,3
1514,Kyle Gallner,5
1515,Elias Koteas,14
1516,Amanda Crew,4
1517,Richard Riddell,1
1518,Katie Lyons,1
1519,Michael Bowen,3
1520,Josh Coxx,1
1521,Riki Lindhome,1
1522,Hugh Laurie,11
1523,Walter Raney,1
1524,Sofia Vassilieva,1
1525,Isabelle Fuhrman,3
1526,CCH Pounder,3
1527,Ben Foster,11
1528,Antje Traue,1
1529,Gabourey Sidibe,1
1530,Mo'Nique,2
1531,Paula Patton,9
1532,Mariah Carey,3
1533,Joel Gretsch,1
1534,Ben Barnes,4
1535,Will Poulter,3
1536,Zachary Gordon,3
1537,Robert Capron,3
1538,Rachael Harris,3
1539,Steve Zahn,16
1540,Mauricio Lopez,1
1541,Jim Gaines,1
1542,Clark Duke,2
1543,Craig Robinson,3
1544,Steven Seagal,19
1545,Ali Larter,6
1546,Kim Coates,4
1547,Shawn Roberts,2
1548,Kaley Cuoco,4
1549,Hank Azaria,13
1550,Tony Goldwyn,6
1551,Paul Bettany,11
1552,Neil Patrick Harris,5
1553,Jayma Mays,3
1554,Sofía Vergara,2
1555,Nick Swardson,6
1556,Olivia Thirlby,5
1557,Max Minghella,5
1558,Rachael Taylor,4
1559,Anton Yelchin,6
1560,Carlos Alazraqui,2
1561,Lombardo Boyar,2
1562,Jeffrey Garcia,3
1563,Johnny A. Sanchez,2
1564,Max Records,2
1565,Ari Graynor,5
1566,J.B. Smoove,2
1567,Ulrich Thomsen,5
1568,Violante Placido,1
1569,Ciarán Hinds,11
1570,Elizabeth Banks,9
1571,Michael Hall D'Addario,1
1572,Hugh Grant,18
1573,Sean Hayes,2
1574,Will Sasso,1
1575,Chris Diamantopoulos,1
1576,Amy Seimetz,2
1577,Shane Carruth,2
1578,Andrew Sensenig,1
1579,Thiago Martins,1
1580,Alice Lowe,1
1581,Eileen Davies,1
1582,Steve Oram,1
1583,Roger Michael,1
1584,Danielle Panabaker,7
1585,Matt Bush,2
1586,Katrina Bowden,2
1587,Jean-Luc Bilodeau,3
1588,Robert Pattinson,8
1589,Kevin Durand,2
1590,Paul Brannigan,1
1591,Siobhan Reilly,1
1592,John Henshaw,2
1593,Gary Maitland,1
1594,Jeremy Suarez,2
1595,Nansi Aluka,1
1596,Christopher Denham,2
1597,Stephen Kunken,1
1598,Frank Deal,1
1599,Mae Whitman,6
1600,Mike O'Malley,2
1601,Josh Bowman,2
1602,Pauline Collins,6
1603,Josh Radnor,1
1604,Plan B,1
1605,Hayley Atwell,2
1606,Steven Mackintosh,4
1607,Mel Gibson,29
1608,Kevin Balmore,1
1609,Daniel Giménez Cacho,1
1610,Jesús Ochoa,1
1611,Devon Bostick,3
1612,Martha MacIsaac,1
1613,Brandon Jay McLaren,1
1614,Doug Bradley,2
1615,Camilla Arfwedson,1
1616,Simon Ginty,1
1617,Roxanne McKee,2
1618,Barry Barnes,1
1619,Maria Laird,1
1620,Ben Smyth,1
1621,Brid Brennan,3
1622,Nick Stahl,9
1623,Mía Maestro,6
1624,Taryn Manning,6
1625,Blair Brown,6
1626,Tilda Swinton,13
1627,Ezra Miller,4
1628,Jasper Newell,1
1629,Christopher Coakley,1
1630,Kelsey Walston,1
1631,Anson Mount,6
1632,Olwen Fouéré,2
1633,Eve Hewson,1
1634,Johnny Ward,1
1635,William Mapother,4
1636,Matthew-Lee Erlbach,1
1637,DJ Flava,1
1638,Charlotte Gainsbourg,5
1639,Brady Corbet,4
1640,Tyler Labine,1
1641,Jesse Moss,1
1642,Storm Acheche Sahlstrøm,1
1643,Zoë Bell,3
1644,Vanessa Ferlito,4
1645,Paul Schneider,4
1646,R.D. Reid,1
1647,Jeanne Bates,2
1648,Dan Birnbaum,1
1649,Laura Harring,6
1650,Leo Fitzpatrick,2
1651,Sarah Henderson,1
1652,Justin Pierce,2
1653,Joseph Chan,1
1654,Tom Erhart,1
1655,Gerald Walling,1
1656,John Belushi,6
1657,Walter Levine,2
1658,Dylan O'Brien,3
1659,Aml Ameen,2
1660,Ki Hong Lee,2
1661,Blake Cooper,1
1662,Joel Kinnaman,4
1663,John Malkovich,26
1664,Tommy Chong,10
1665,Cheech Marin,15
1666,Cleavon Little,5
1667,Gene Wilder,11
1668,Slim Pickens,4
1669,Harvey Korman,5
1670,John Cazale,4
1671,John Savage,7
1672,David Warner,15
1673,Cindy Morgan,1
1674,Steve Guttenberg,18
1675,Kim Cattrall,13
1676,G.W. Bailey,4
1677,Bubba Smith,5
1678,Dennis Dun,1
1679,James Hong,5
1680,David Bowie,6
1681,Toby Froud,1
1682,Shelley Thompson,1
1683,Tom Selleck,19
1684,Ted Danson,13
1685,Nancy Travis,8
1686,Ione Skye,5
1687,John Mahoney,5
1688,William Atherton,11
1689,Judith Hoag,3
1690,Josh Pais,2
1691,David Forman,1
1692,Gary Busey,18
1693,Lori Petty,7
1694,Mitchell Whitfield,2
1695,Chris O'Donnell,14
1696,Gabrielle Anwar,7
1697,Sally Field,24
1698,Danny Elfman,1
1699,Chris Sarandon,10
1700,William Hickey,2
1701,Courteney Cox,7
1702,Tone Loc,1
1703,Rodney Dangerfield,7
1704,Kevin Costner,30
1705,Chaim Jeraffi,1
1706,Rick Aviles,1
1707,R.D. Call,1
1708,Elizabeth Hurley,4
1709,Michael York,15
1710,Mimi Rogers,14
1711,Mykelti Williamson,4
1712,Nick Chinlund,5
1713,Renoly Santiago,1
1714,Jeffrey Jones,10
1715,Rufus Sewell,9
1716,Kiefer Sutherland,20
1717,Neve Campbell,10
1718,Theresa Russell,10
1719,Wesley Snipes,27
1720,Kris Kristofferson,20
1721,N'Bushe Wright,3
1722,Lisa Bonet,2
1723,Tzi Ma,1
1724,Kirk Acevedo,1
1725,Penelope Allen,2
1726,Benjamin Green,1
1727,Simon Billig,1
1728,Harry Connick Jr.,5
1729,James Gammon,2
1730,Christina Ricci,16
1731,Miranda Richardson,17
1732,Marla Sokoloff,3
1733,Eartha Kitt,3
1734,Patrick Warburton,6
1735,Joely Richardson,10
1736,Jason Isaacs,8
1737,Jacob Vargas,3
1738,Andrew Chavez,1
1739,Michael Saucedo,1
1740,Robin Wright,17
1741,Spencer Treat Clark,1
1742,Frances O'Connor,10
1743,Sam Robards,2
1744,Jake Thomas,2
1745,Corey Burton,6
1746,Claudia Christian,4
1747,James Garner,13
1748,Beyoncé,3
1749,Seth Green,9
1750,Chris Sanders,1
1751,Tia Carrere,8
1752,David Ogden Stiers,5
1753,Freddie Prinze Jr.,11
1754,Sarah Michelle Gellar,13
1755,Rory Culkin,5
1756,Qi Shu,2
1757,François Berléand,2
1758,Matt Schulze,1
1759,Philip Baker Hall,3
1760,Naseeruddin Shah,3
1761,Peta Wilson,2
1762,Tony Curran,5
1763,LL Cool J,9
1764,Claire Danes,15
1765,Kristanna Loken,3
1766,John Cho,2
1767,Ethan Embry,9
1768,Rob Tinkler,1
1769,Fred Willard,5
1770,Rupert Evans,1
1771,Jim Caviezel,12
1772,Maia Morgenstern,2
1773,Christo Jivkov,2
1774,Francesco De Vito,1
1775,A. Russell Andrews,1
1776,Omar Avila,1
1777,James Carpinello,1
1778,Mark Collie,1
1779,Oded Fehr,3
1780,Thomas Kretschmann,7
1781,Chi McBride,5
1782,Bill Bailey,6
1783,Anna Chancellor,4
1784,Warwick Davis,5
1785,Yasiin Bey,6
1786,Nelly,1
1787,Faith Ford,1
1788,Scott Speedman,7
1789,Jared Leto,7
1790,Shake Tukhmanyan,1
1791,Adam Herschman,2
1792,Columbus Short,3
1793,Maxime Giffard,1
1794,Michael Bailey Smith,3
1795,Tom Bower,2
1796,Ted Levine,5
1797,Garry Shandling,3
1798,Wanda Sykes,2
1799,Joan Lunden,1
1800,Eric Haberman,1
1801,Mary Jo Smith,2
1802,Derek Jacobi,17
1803,Ed Speleers,2
1804,Carla Gugino,15
1805,Dick Van Dyke,2
1806,Mickey Rooney,12
1807,Len Cariou,8
1808,Isiah Whitlock Jr.,2
1809,Paul Baker,1
1810,John Bilezikjian,1
1811,Beverly Todd,3
1812,Kal Penn,6
1813,Adam Campbell,2
1814,Jennifer Coolidge,5
1815,Matt Long,2
1816,Raquel Alessi,2
1817,Brett Cullen,2
1818,Peter Fonda,11
1819,Aaran Thomas,1
1820,Gaspard Ulliel,1
1821,Li Gong,5
1822,Helena-Lia Tachovská,1
1823,Angela Bassett,16
1824,Daniel Hansen,1
1825,Jordan Fry,1
1826,Matthew Josten,1
1827,Michael O'Keefe,9
1828,Sydney Pollack,4
1829,Danielle Skraastad,1
1830,Joseph Ruskin,1
1831,Alex Rocco,8
1832,Carol Burnett,8
1833,Ashlyn Sanchez,1
1834,Beau Bridges,16
1835,Ludacris,1
1836,William Prael,1
1837,Diane Ayala Goldner,1
1838,Juan Fernández,4
1839,Teri Hatcher,5
1840,Jennifer Saunders,2
1841,Dawn French,1
1842,Alison Lohman,4
1843,Lorna Raver,2
1844,Dileep Rao,1
1845,Cara Seymour,2
1846,Adam Brody,6
1847,Alexander Ludwig,2
1848,Boris Kodjoe,4
1849,Arielle Kebbel,3
1850,Meryl Streep,33
1851,Jason Schwartzman,9
1852,Will Patton,9
1853,Hakeem Kae-Kazim,2
1854,Corey Johnson,3
1855,Pepita Emmerichs,1
1856,Max Pfeifer,1
1857,Madeleine Greaves,1
1858,Irina Björklund,1
1859,Lars Hjelm,1
1860,Björn Granath,1
1861,Igal Naor,1
1862,Said Faraj,1
1863,Faycal Attougui,1
1864,Aymen Hamdouchi,1
1865,Cara Buono,2
1866,Marcia DeBonis,1
1867,Gael García Bernal,7
1868,Giordano Formenti,1
1869,Katie Cassidy,5
1870,Richard Stratton,1
1871,Harry Kerrigan,1
1872,Nick Sullivan,1
1873,Francesca Papalia,1
1874,Bob Stephenson,1
1875,Nicholas D'Agosto,3
1876,Emma Bell,2
1877,Miles Fisher,1
1878,Ellen Wroe,1
1879,Elodie Tougne,1
1880,Roger Barclay,1
1881,Eric Carte,1
1882,Togo Igawa,3
1883,Isabella Gielniak,1
1884,Austin Bickel,1
1885,Ashley Greene,1
1886,Tom Felton,3
1887,Julianna Guill,2
1888,Erica Linz,1
1889,Igor Zaripov,1
1890,Lutz Halbhubner,1
1891,John Clarke,1
1892,Jordin Sparks,1
1893,Whitney Houston,4
1894,Derek Luke,11
1895,Mike Epps,10
1896,Oscar Isaac,7
1897,Ethan Phillips,1
1898,Oliver Platt,19
1899,Daniel Wu,3
1900,Cameron Deane Stewart,2
1901,Ben Browder,2
1902,Jeffrey Schmidt,1
1903,Ali Faulkner,1
1904,Lloyd Adams,2
1905,Alfredo Álvarez Calderón,1
1906,Josh Bainbridge,1
1907,Danielle Baker,1
1908,Cory Knauf,2
1909,Samuel Child,2
1910,Mackenzie Firgens,3
1911,Joseph McKelheer,2
1912,Matt Lucas,2
1913,Nugget,1
1914,Aaron Paul,1
1915,Nick Offerman,1
1916,Megan Mullally,2
1917,Rebel Wilson,4
1918,Chris Colfer,1
1919,Scott Bailey,1
1920,Paddy Considine,8
1921,Aidan Gillen,5
1922,Zawe Ashton,1
1923,Ty Burrell,3
1924,Garrett Schenck,1
1925,Kristen Schaal,1
1926,Kate Winslet,22
1927,Sara Paxton,7
1928,Alison Bartlett,1
1929,Jake Ryan,1
1930,Brady Coleman,1
1931,Simon Bird,1
1932,James Buckley,1
1933,Blake Harrison,1
1934,Joe Thomas,1
1935,Lubna Azabal,1
1936,Ashraf Barhom,2
1937,Jennifer Pudavick,1
1938,Tenika Davis,1
1939,Kaitlyn Leeb,1
1940,Terra Vnesa,2
1941,Lauren German,2
1942,Milo Ventimiglia,3
1943,Courtney B. Vance,7
1944,Caitlin Stasey,1
1945,Rachel Hurd-Wood,3
1946,Lincoln Lewis,1
1947,Deniz Akdeniz,1
1948,Michael Sheen,10
1949,Stephen Root,1
1950,Sarah Butler,1
1951,Jeff Branson,1
1952,Daniel Franzese,1
1953,Tabrett Bethell,1
1954,Freya Stafford,2
1955,Andy Whitfield,2
1956,Clare Bowen,1
1957,Clifton Collins Jr.,8
1958,Sophia Myles,5
1959,Maya Rudolph,7
1960,Dax Shepard,6
1961,Terry Crews,4
1962,Elijah Wood,13
1963,Claire Forlani,10
1964,Marc Warren,4
1965,David Lee Smith,1
1966,Tony Todd,6
1967,John Billingsley,2
1968,Ellen Crawford,1
1969,David Sullivan,1
1970,Casey Gooden,1
1971,Anand Upadhyaya,1
1972,Vernon Dobtcheff,1
1973,Louise Lemoine Torrès,1
1974,Jamie Foreman,1
1975,Rose McGowan,4
1976,Freddy Rodríguez,6
1977,Marley Shelton,8
1978,Sandra Oh,6
1979,Odessa Rae,1
1980,John Saxon,5
1981,Ronee Blakley,2
1982,Heather Langenkamp,4
1983,Amanda Wyss,1
1984,Ron Howard,7
1985,Paul Le Mat,5
1986,Charles Martin Smith,7
1987,Chevy Chase,20
1988,Ted Knight,1
1989,Jackie Cooper,3
1990,Dabney Coleman,11
1991,John Wood,5
1992,Ally Sheedy,7
1993,Hoyt Axton,4
1994,John Louie,1
1995,Keye Luke,1
1996,Don Steele,1
1997,Francesca Annis,3
1998,Leonardo Cimino,2
1999,Brad Dourif,14
2000,José Ferrer,5
2001,Mitchell Ryan,4
2002,Peter Weller,8
2003,Nancy Allen,7
2004,Dan O'Herlihy,4
2005,Tamara Tunie,1
2006,Franklin Cover,2
2007,Chuck Pfeiffer,1
2008,Amy Madigan,5
2009,Gaby Hoffmann,6
2010,Jason Robards,14
2011,Penelope Ann Miller,12
2012,Pamela Reed,6
2013,Linda Hunt,5
2014,Anna Chlumsky,3
2015,Charles S. Dutton,9
2016,Charles Dance,10
2017,Paul McGann,7
2018,Chazz Palminteri,14
2019,Lillo Brancato,1
2020,Francis Capra,3
2021,Sela Ward,4
2022,Peter Riegert,8
2023,Peter Greene,4
2024,Amy Yasbeck,3
2025,Joe Morton,6
2026,James Spader,17
2027,Jaye Davidson,1
2028,Viveca Lindfors,1
2029,Darren McGavin,9
2030,Bridgette Wilson-Sampras,6
2031,Bradley Whitford,5
2032,Christopher Lambert,12
2033,Robin Shou,4
2034,Linden Ashby,2
2035,Cary-Hiroyuki Tagawa,8
2036,Helen Hunt,16
2037,Jami Gertz,8
2038,Michael Jordan,2
2039,Wayne Knight,1
2040,Theresa Randle,3
2041,Manner Washington,1
2042,Winona Ryder,22
2043,Dominique Pinon,1
2044,Meg Ryan,22
2045,Natasha Richardson,11
2046,Elaine Hendrix,2
2047,Anne Heche,10
2048,Heather Graham,16
2049,Robert Wagner,5
2050,Bud Cort,5
2051,Barret Hackney,1
2052,Jared Pfennigwerth,1
2053,Kitao Sakurai,1
2054,Lena Olin,9
2055,Emmanuelle Seigner,3
2056,Daniel York,1
2057,Patcharawan Patarakijjanon,1
2058,Virginie Ledoyen,1
2059,Kerr Smith,3
2060,Kristen Cloke,1
2061,Gabrielle Union,11
2062,Aurelien Parent Koenig,1
2063,Antonio Gil,1
2064,Taylor Momsen,1
2065,Kelley,1
2066,Jeffrey Tambor,10
2067,Renée Zellweger,19
2068,Anthony Anderson,12
2069,Mongo Brownlee,1
2070,Teri Polo,5
2071,Jay Mohr,8
2072,Breckin Meyer,8
2073,Paulo Costanzo,3
2074,Gemma Jones,5
2075,Celia Imrie,4
2076,James Faulkner,2
2077,Iain Glen,7
2078,Noah Taylor,7
2079,Steve Burton,1
2080,Fionnula Flanagan,6
2081,Alakina Mann,1
2082,Anjelica Huston,18
2083,Sean Patrick Thomas,3
2084,Fredro Starr,2
2085,Leonor Varela,5
2086,Taye Diggs,7
2087,Cliff Saunders,1
2088,Rob Schneider,12
2089,Matthew Lawrence,4
2090,Dwight Yoakam,6
2091,Tyler Hoechlin,1
2092,Rob Maxey,1
2093,Patrick Dempsey,13
2094,Candice Bergen,9
2095,Eddie Kaye Thomas,4
2096,Amanda Bynes,7
2097,Kelly Preston,18
2098,Eileen Atkins,9
2099,James D'Arcy,8
2100,Edward Woodall,1
2101,Jonathan Tucker,5
2102,Erica Leerhsen,1
2103,Mike Vogel,4
2104,Sanaa Lathan,3
2105,Raoul Bova,3
2106,Lance Henriksen,14
2107,Leslie Zemeckis,1
2108,Eddie Deezen,3
2109,Nona Gaye,2
2110,Elisha Cuthbert,5
2111,Brian Van Holt,2
2112,Paris Hilton,5
2113,Zach Braff,4
